cooplabmst_id,dsp_sample_id,dsp_pedon_id,layer_no_lab,dsp_pedon,sand_pct,silt_pct,clay_pct_lab,texture,bulk_density,water_content,soc_pct,tc_pct,tn_pct,kssl_wsa,yoder_agg_stab_mwd,yoder_agg_stab_total_ws,yoder_ws_2_8,yoder_ws_pt5_2,yoder_ws_250_500,yoder_ws_53_250,ec,p_h,soil_respiration,bglucosidase,bglucosaminidase,alkaline_phosphatase,acid_phosphatase,phosphodiesterase,arylsulfatase,pox_c,ace,weoc,weon,effervescence,plfa_id,kssl_labsampnum,hzdesg,hrzdep_t,hrzdep_b,layerdes_id,layer_no_field,field_texture,coarse_frag_volume,clay_pct_field,color_moist_hue,color_moist_value,color_moist_chroma,color_dry_hue,color_dry_value,color_dry_chroma,depletions_knd,depletions_col_h,depletions_col_v,depletions_col_c,ped_surf_feat_knd,ped_surf_feat_amt,ped_surf_feat_loc,conc_knd,conc_qty,conc_size,conc_cont,conc_col_h,conc_col_v,conc_col_c,conc_mst,conc_shp,conc_loc,structure_grade,structure_size,structure_type,consistence_rup_res_mst,consistence_rup_res_dry,consistence_stk,consistence_pls,roots_qty1,roots_sz1,roots_qty2,roots_sz2,roots_qty3,roots_sz3,roots_loc,pores_qty1,pores_sz1,pores_qty2,pores_sz2,pores_qty3,pores_sz3,pores_shp,roots_qty4,roots_sz4,roots_qty5,roots_sz5,pores_qty4,pores_sz4,pores_qty5,pores_sz5,dsp_plot_id,dspplotmgt_id,label_full,label,lu,till,trt,explanation,gen_state,site,project,soil,genhz,bd_fill,soc_fill,coarse_frag_fill,hrzdepth,cf_mult,soc_stock_hrz
1263,IL-019-SW-RTHRML-003-1-010820,IL-019-SW-RTHRML-003,1,IL-019-SW-RTHRML-003,NA,NA,NA,,NA,NA,3.9814,NA,0.3183,NA,1,NA,NA,NA,NA,NA,NA,6.2,NA,368.12,43.7,337.89,245.23,516.14,274.67,706.882,8.771794417,NA,NA,NA,IL-019-SW-RTHRML-003-1-010820,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-019-SW-RTHRML,32,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,AG-CROP,Rothermel,Illinois,Drummer,not-used,1.0805353862666667,3.9814,0,5,1,21.510217934410534
1269,IL-019-SW-RTHRML-004-1-010820,IL-019-SW-RTHRML-004,1,IL-019-SW-RTHRML-004,NA,NA,NA,,NA,NA,2.4014,NA,0.2031,NA,1.3,NA,NA,NA,NA,NA,NA,6.5,NA,299.62,88.7,73.705,130.3,354.86,116.7,427.77,7.738099382,NA,NA,NA,IL-019-SW-RTHRML-004-1-010820,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-019-SW-RTHRML,32,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,AG-CROP,Rothermel,Illinois,Drummer,not-used,1.0805353862666667,2.4014,0,5,1,12.973988382903867
1179,IL-115-SW-ETAL-001-1-051220,IL-115-SW-ETAL-001,1,IL-115-SW-ETAL-001,7,73,20,,1.059745323,23.8,2.6549,NA,0.2343,NA,1,NA,NA,NA,NA,NA,NA,NA,0.208607486,156.7469,126.9715,460.3639,62.07595,408.1482,174.1365,384.347,6.579133406,NA,NA,NA,IL-115-SW-ETAL-001-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-115-SW-ETAL,33,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Etal,Illinois,Drummer,not-used,1.059745323,2.6549,0,5,1,14.0675892901635
1185,IL-115-SW-ETAL-002-1-051220,IL-115-SW-ETAL-002,1,IL-115-SW-ETAL-002,8,70,22,,1.008040096,21.1,2.3544,NA,0.2117,NA,0.97,NA,NA,NA,NA,NA,NA,NA,0.259625653,201.448,104.8991,278.2643,189.4521,307.7923,160.0226,401.842,7.348250466,NA,NA,NA,IL-115-SW-ETAL-002-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-115-SW-ETAL,33,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Etal,Illinois,Drummer,not-used,1.008040096,2.3544,0,5,1,11.866648010112
1191,IL-115-SW-ETAL-003-1-051220,IL-115-SW-ETAL-003,1,IL-115-SW-ETAL-003,9,64,27,,1.061123714,24.7,2.5469,NA,0.2186,NA,0.84,NA,NA,NA,NA,NA,NA,6.5,0.295450604,237.7787,170.7907,337.2251,183.5136,360.0595,193.8959,464.822,7.550718552,NA,NA,NA,IL-115-SW-ETAL-003-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-115-SW-ETAL,33,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Etal,Illinois,Drummer,not-used,1.061123714,2.5469,0,5,1,13.512879935933
1161,IL-115-SW-WDFLD-001-1-051220,IL-115-SW-WDFLD-001,1,IL-115-SW-WDFLD-001,4,63,33,,1.019267248,27.3,2.5792,NA,0.2218,NA,1.37,NA,NA,NA,NA,NA,NA,NA,0.504971048,307.7825,64.82324,205.0506,371.4281,330.0963,148.2961,483.798,6.534739278,NA,NA,NA,IL-115-SW-WDFLD-001-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-115-SW-WDFLD,34,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Woodfield,Illinois,Drummer,not-used,1.019267248,2.5792,0,5,1,13.144470430208003
1167,IL-115-SW-WDFLD-002-1-051220,IL-115-SW-WDFLD-002,1,IL-115-SW-WDFLD-002,6,63,31,,0.926176463,27.7,3.1046,NA,0.278,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,366.3598,139.7,251.9196,250.9588,344.6185,125.5788,489.315,7.222132188,NA,NA,NA,IL-115-SW-WDFLD-002-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-115-SW-WDFLD,34,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Woodfield,Illinois,Drummer,not-used,0.926176463,3.1046,0,5,1,14.377037235149
1173,IL-115-SW-WDFLD-003-1-051220,IL-115-SW-WDFLD-003,1,IL-115-SW-WDFLD-003,4,59,37,,0.934091939,28.9,2.7563,NA,0.2242,NA,1.15,NA,NA,NA,NA,NA,NA,NA,0.183335093,375.441,88.8,140.356,299.6763,324.8089,163.1922,480.582,6.676667816,NA,NA,NA,IL-115-SW-WDFLD-003-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-115-SW-WDFLD,34,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Woodfield,Illinois,Drummer,not-used,0.934091939,2.7563,0,5,1,12.8731880573285
1215,IL-147-SW-CRP-001-1-051220,IL-147-SW-CRP-001,1,IL-147-SW-CRP-001,7,59,34,,1.447685892,25.1,2.5714,NA,0.1881,NA,1,NA,NA,NA,NA,NA,NA,6.3,0.15182977,225.9089,95.34129,337.7162,399.3494,399.3494,93.98303,507.1716,8.111012468,NA,NA,NA,IL-147-SW-CRP-001-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-147-SW-CRP,35,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Cripe,Illinois,Drummer,not-used,1.447685892,2.5714,0,5,1,18.612897513444
1221,IL-147-SW-CRP-002-1-051220,IL-147-SW-CRP-002,1,IL-147-SW-CRP-002,11,61,28,,1.052235458,19.7,2.4815,NA,0.1933,NA,0.82,NA,NA,NA,NA,NA,NA,NA,0.187662303,147.206,86.14151,220.098,264.8087,264.8087,100.2829,397.526,7.223430599,NA,NA,NA,IL-147-SW-CRP-002-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-147-SW-CRP,35,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Cripe,Illinois,Drummer,not-used,1.052235458,2.4815,0,5,1,13.055611445135
1227,IL-147-SW-CRP-003-1-051220,IL-147-SW-CRP-003,1,IL-147-SW-CRP-003,9,61,30,,1.255692801,23.8,2.1583,NA,0.1773,NA,0.86,NA,NA,NA,NA,NA,NA,6.4,0.134741,109.1998,66.18124,239.2926,322.1415,322.1415,90.52445,466.941,6.800081695,NA,NA,NA,IL-147-SW-CRP-003-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-147-SW-CRP,35,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Cripe,Illinois,Drummer,not-used,1.255692801,2.1583,0,5,1,13.550808861991499
1197,IL-147-SW-TS-001-1-051220,IL-147-SW-TS-001,1,IL-147-SW-TS-001,8,58,34,,1.176885435,28.2,3.0601,NA,0.2541,NA,1.2,NA,NA,NA,NA,NA,NA,5.6,0.211154948,178.8334,96.40723,145.175,110.0018,480.1587,119.3575,454.893,7.708597245,NA,NA,NA,IL-147-SW-TS-001-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-147-SW-TS,36,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Taylor South,Illinois,Drummer,not-used,1.176885435,3.0601,0,5,1,18.0069355982175
1203,IL-147-SW-TS-002-1-051220,IL-147-SW-TS-002,1,IL-147-SW-TS-002,4,56,40,,1.151373061,27.7,3.0029,NA,0.2406,NA,1.27,NA,NA,NA,NA,NA,NA,5.1,0.135488448,228.9312,86.43829,126.4876,66.89303,405.4478,96.65827,406.82,7.37472678,NA,NA,NA,IL-147-SW-TS-002-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-147-SW-TS,36,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Taylor South,Illinois,Drummer,not-used,1.151373061,3.0029,0,5,1,17.2872908243845
1209,IL-147-SW-TS-003-1-051220,IL-147-SW-TS-003,1,IL-147-SW-TS-003,9,69,22,,0.952734709,31.8,3.3031,NA,0.2552,NA,0.88,NA,NA,NA,NA,NA,NA,5.7,0.060075686,234.7869,58.46125,296.6884,219.9005,488.6788,187.6975,516.986,8.99733206,NA,NA,NA,IL-147-SW-TS-003-1-051220,,,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-147-SW-TS,36,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Taylor South,Illinois,Drummer,not-used,0.952734709,3.3031,0,5,1,15.734890086489502
291,CVT - 1 - 1-1,CVT - 1 - 1,1,P1_R1a,NA,NA,NA,,1.11,5.51,0.15,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,26,22.46,20.18,1.48,NA,NA,2.26,150.56,0.07472,NA,NA,NA,TX-115-SWSHA-P1-R1A-0_5-06012018,18N06041,Ap,0,5,16,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CVT - 1,28,BAU,BAU,CROP,Till,Conv Till - 1,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.11,0.15,0,5,1,0.8325
296,CVT - 1 - 2-1,CVT - 1 - 2,1,P1_R1b,NA,NA,NA,,1.13,5.73,0.18,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,11,21.56,18.71,0.98,NA,NA,1.34,251.77,0.11343,NA,NA,NA,TX-115-SWSHA-P1-R1B-0_5-06012018,18N06044,Ap,0,5,21,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CVT - 1,28,BAU,BAU,CROP,Till,Conv Till - 1,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.13,0.18,0,5,1,1.017
301,CVT - 1 - 3-1,CVT - 1 - 3,1,P1_R1c,NA,NA,NA,,1.72,5.16,0.21,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,85,22.08,11.79,0.7,NA,NA,0.29,142.76,0.05249,NA,NA,NA,TX-115-SWSHA-P1-R1C-0_5-06012018,18N06046,Ap,0,5,26,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CVT - 1,28,BAU,BAU,CROP,Till,Conv Till - 1,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.72,0.21,0,5,1,1.8059999999999998
366,CVT - 2 - 1-1,CVT - 2 - 1,1,P6_R2a,NA,NA,NA,,1.43,7.46,0.22,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,107,22,9.98,4.53,NA,NA,1.57,96.53,0.30894,NA,NA,NA,TX-115-SWSHA-P6-R2A-0_5-06012018,18N06082,Ap,0,5,91,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CVT - 2,29,BAU,BAU,CROP,Till,Conv Till - 2,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.43,0.22,0,5,1,1.573
371,CVT - 2 - 2-1,CVT - 2 - 2,1,P6_R2b,NA,NA,NA,,0.93,6.11,0.21,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,91,14.35,11.45,1.46,NA,NA,0.46,43.3,0.03763,NA,NA,NA,TX-115-SWSHA-P6-R2B-0_5-06012018,18N06085,Ap,0,5,96,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CVT - 2,29,BAU,BAU,CROP,Till,Conv Till - 2,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,0.93,0.21,0,5,1,0.9765
376,CVT - 2 - 3-1,CVT - 2 - 3,1,P6_R2c,NA,NA,NA,,1.08,6.16,0.24,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,142,19.88,12.13,5.65,NA,NA,0.31,73.27,0.18287,NA,NA,NA,TX-115-SW-P6-R2C-0_5-06012018,18N06088,Ap,0,5,101,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CVT - 2,29,BAU,BAU,CROP,Till,Conv Till - 2,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.08,0.24,0,5,1,1.2959999999999998
396,CVT - 3 - 1-1,CVT - 3 - 1,1,P8_R3a,NA,NA,NA,,1.48,9,0.19,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,128,62.51,8.13,1.68,NA,NA,0.02,126.88,0.15362,NA,NA,NA,TX-115-SW-P8-R3A-0_5-05312018,18N06099,Ap,0,5,121,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CVT - 3,30,BAU,BAU,CROP,Till,Conv Till - 3,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.48,0.19,0,5,1,1.4060000000000001
401,CVT - 3 - 2-1,CVT - 3 - 2,1,P8_R3b,NA,NA,NA,,1.12,7.48,0.31,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,113,91.12,7.3,3.9,NA,NA,1.48,157.7,0.02553,NA,NA,NA,TX-115-SW-P8-R3B-0_5-05312018,18N06102,Ap,0,5,126,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CVT - 3,30,BAU,BAU,CROP,Till,Conv Till - 3,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.12,0.31,0,5,1,1.736
406,CVT - 3 - 3-1,CVT - 3 - 3,1,P8_R3c,NA,NA,NA,,1.52,6.53,0.2,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,113,70.43,3.89,2.17,NA,NA,4.57,181.8,0.07696,NA,NA,NA,TX-115-SW-P8-R3C-0_5-05312018,18N06105,Ap,0,5,131,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CVT - 3,30,BAU,BAU,CROP,Till,Conv Till - 3,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.52,0.2,0,5,1,1.5200000000000002
276,NAT-1 - 1-1,NAT-1 - 1,1,NAT_R1,NA,NA,NA,,1.54,3.75,0.54,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,194,138.64,14.5,0.38,NA,NA,24.14,205.01,0.3977,NA,NA,NA,TX-445-SW-NAT-R1-0_5-05302018,,A,0,5,1,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NAT-1,57,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,A,1.54,0.54,0,5,1,4.158
281,NAT-2 - 2-1,NAT-2 - 2,1,NAT_R2,NA,NA,NA,,1.63,4.48,0.42,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,46,102.58,17.54,4.94,NA,NA,6.66,208.25,0.00132,NA,NA,NA,TX-445-SW-NAT-R2-0_5-05302018,18N06117,A,0,5,6,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NAT-2,58,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,A,1.63,0.42,0,5,1,3.422999999999999
286,NAT-3 - 3-1,NAT-3 - 3,1,NAT_R3,NA,NA,NA,,1.83,2.86,0.52,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,29,154.48,20.72,5.43,NA,NA,6.61,228.67,0.08302,NA,NA,NA,TX-445-SW-NAT-R3-0_5-05302018,18N06120,A,0,5,11,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NAT-3,59,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,A,1.83,0.52,0,5,1,4.758000000000001
381,NTM-3 - 1-1,NTM-3 - 1,1,P7_R3a,NA,NA,NA,,1.15,10.59,0.77,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,151,85.72,25.49,2.29,NA,NA,16.98,394.5,0.26356,NA,NA,NA,TX-115-SW-P7-R3A-0_5-05312018,18N06091,Ap,0,5,106,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NTM-3,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.15,0.77,0,5,1,4.4275
386,NTM-3 - 2-1,NTM-3 - 2,1,P7_R3b,NA,NA,NA,,1.37,9.99,1.08,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,167,152.07,30.08,5.57,NA,NA,17.58,525.94,0.02351,NA,NA,NA,TX-115-SW-P7-R3B-0_5-05312018,18N06093,Ap,0,5,111,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NTM-3,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.37,1.08,0,5,1,7.3980000000000015
391,NTM-3 - 3-1,NTM-3 - 3,1,P7_R3c,NA,NA,NA,,1.53,11.16,0.49,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,110,194.08,25.35,2.55,NA,NA,7.46,207.36,0.15866,NA,NA,NA,TX-115-SW-P7-R3C-0_5-05312018,18N06096,Ap,0,5,116,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NTM-3,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.53,0.49,0,5,1,3.7485
321,NTM - 1 - 1-1,NTM - 1 - 1,1,P3_R1a,NA,NA,NA,,1.21,10.15,0.7,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,58,160.46,40.51,1.7,NA,NA,19.97,447.82,0.65691,NA,NA,NA,TX-115-SWSHA-P3-R1A-0_5-06012018,18N06056,Ap,0,5,46,1,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NTM - 1,64,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,A,1.21,0.7,0,5,1,4.234999999999999
