project,soil,dsp_pedon_id,lat,long,ID,mat,map,climate
WashingtonState,Palouse,BAU9-3,46.78188975,-117.0822114,275,8.233333587646484,611,cool_dry
WashingtonState,Palouse,EO1-ASP3,NA,NA,276,NA,NA,cool_dry
WashingtonState,Palouse,EO1-PLG2,NA,NA,277,NA,NA,cool_dry
WashingtonState,Palouse,ASP10-1,46.78836813,-117.4595977,278,9.623666763305664,461,cool_dry
WashingtonState,Palouse,JEA1-ASP4,NA,NA,279,NA,NA,cool_dry
WashingtonState,Palouse,ASP10-2,46.788368,-117.4595978,280,9.623666763305664,461,cool_dry
WashingtonState,Palouse,ASP10-3,46.78836851,-117.4595972,281,9.623666763305664,461,cool_dry
WashingtonState,Palouse,JEA1-PLG3,NA,NA,282,NA,NA,cool_dry
WashingtonState,Palouse,JEA2-ASP5,NA,NA,283,NA,NA,cool_dry
WashingtonState,Palouse,JEA2-PGL4,NA,NA,284,NA,NA,cool_dry
WashingtonState,Palouse,KRR1-BAU2,NA,NA,285,NA,NA,cool_dry
WashingtonState,Palouse,KRR1-PGL5,NA,NA,286,NA,NA,cool_dry
WashingtonState,Palouse,ASP6-1,46.78188975,-117.0822114,287,8.233333587646484,611,cool_dry
WashingtonState,Palouse,ASP6-2,46.78188975,-117.0822114,288,8.233333587646484,611,cool_dry
WashingtonState,Palouse,KUI1-BAU3,NA,NA,289,NA,NA,cool_dry
WashingtonState,Palouse,ASP6-3,46.78188975,-117.0822114,290,8.233333587646484,611,cool_dry
WashingtonState,Palouse,BAU3-1,46.78188975,-117.0822114,291,8.233333587646484,611,cool_dry
WashingtonState,Palouse,BAU3-2,46.74504916,-117.4236809,292,10.14466667175293,455,cool_dry
WashingtonState,Palouse,BAU3-3,46.74504916,-117.4236809,293,10.14466667175293,455,cool_dry
WashingtonState,Palouse,BAU8-1,46.74504916,-117.4236809,294,10.14466667175293,455,cool_dry
WashingtonState,Palouse,BAU8-2,46.74504915,-117.4236809,295,10.14466667175293,455,cool_dry
WashingtonState,Palouse,BAU8-3,46.74504922,-117.4236808,296,10.14466667175293,455,cool_dry
WashingtonState,Palouse,LYM1-PGL6,NA,NA,297,NA,NA,cool_dry
WashingtonState,Palouse,LYM-BAU4,NA,NA,298,NA,NA,cool_dry
WashingtonState,Palouse,PCF1-ASP7,NA,NA,299,NA,NA,cool_dry
WashingtonState,Palouse,PCF2-PGL8,NA,NA,300,NA,NA,cool_dry
WashingtonState,Palouse,PCFS1- BAU5,NA,NA,301,NA,NA,cool_dry
WashingtonState,Palouse,PCFS1-PGL7,NA,NA,302,NA,NA,cool_dry
WashingtonState,Palouse,PGL7-7a,46.75739636,-117.1998969,303,8.493000030517578,542,cool_dry
WashingtonState,Palouse,PGL7-7b,46.75739636,-117.1998969,304,8.493000030517578,542,cool_dry
WashingtonState,Palouse,PGL7-7c,46.75739636,-117.1998969,305,8.493000030517578,542,cool_dry
WashingtonState,Palouse,PCFS2-ASP8,NA,NA,306,NA,NA,cool_dry
WashingtonState,Palouse,PCFS2-BAU6,NA,NA,307,NA,NA,cool_dry
WashingtonState,Palouse,ASP9-1,46.75757137,-117.2000596,308,8.493000030517578,542,cool_dry
WashingtonState,Palouse,ASP9-2,46.75757137,-117.2000596,309,8.493000030517578,542,cool_dry
WashingtonState,Palouse,ASP9-3,46.74504918,-117.4236807,310,10.14466667175293,455,cool_dry
WashingtonState,Palouse,PGL9-1,46.75757146,-117.20006,311,8.493000030517578,542,cool_dry
WashingtonState,Palouse,PGL9-2,46.75739636,-117.1998969,312,8.493000030517578,542,cool_dry
WashingtonState,Palouse,PGL9-3,46.75739636,-117.1998969,313,8.493000030517578,542,cool_dry
WashingtonState,Palouse,PCFS3-ASP9,NA,NA,314,NA,NA,cool_dry
WashingtonState,Palouse,PCFS3-BAU7,NA,NA,315,NA,NA,cool_dry
WashingtonState,Palouse,PCFS3-PGL9,NA,NA,316,NA,NA,cool_dry
