project,soil,dsp_pedon_id,lat,long,ID,mat,map,climate
UnivOfMinnesota,Kenyon,REF-1,43.746917,-92.845067,257,6.805333614349365,821,cool_dry
UnivOfMinnesota,Kenyon,REF-2,43.7469,-92.8454,258,6.805333614349365,821,cool_dry
UnivOfMinnesota,Kenyon,REF-3,43.746883,-92.84465,259,6.805333614349365,821,cool_dry
UnivOfMinnesota,Kenyon,REF-4,43.746883,-92.84395,260,6.805333614349365,821,cool_dry
UnivOfMinnesota,Kenyon,REF-5,43.7469,-92.844333,261,6.805333614349365,821,cool_dry
UnivOfMinnesota,Kenyon,REF-6,43.74685,-92.8436,262,6.805333614349365,821,cool_dry
UnivOfMinnesota,Kenyon,REF-7,43.74685,-92.843,263,6.805333614349365,821,cool_dry
UnivOfMinnesota,Kenyon,REF-8,43.7469,-92.84325,264,6.805333614349365,821,cool_dry
UnivOfMinnesota,Kenyon,REF-9,43.746867,-92.84265,265,6.805333614349365,821,cool_dry
WashingtonState,Palouse,AD1-ASP1,NA,NA,266,NA,NA,cool_dry
WashingtonState,Palouse,AD1-PGL1,NA,NA,267,NA,NA,cool_dry
WashingtonState,Palouse,ASP2-1,46.78188975,-117.0822114,268,8.233333587646484,611,cool_dry
WashingtonState,Palouse,CK1-ASP2,NA,NA,269,NA,NA,cool_dry
WashingtonState,Palouse,ASP2-2,46.78188975,-117.0822114,270,8.233333587646484,611,cool_dry
WashingtonState,Palouse,CK1-BAU1,NA,NA,271,NA,NA,cool_dry
WashingtonState,Palouse,ASP2-3,46.78188975,-117.0822114,272,8.233333587646484,611,cool_dry
WashingtonState,Palouse,BAU9-1,46.78188975,-117.0822114,273,8.233333587646484,611,cool_dry
WashingtonState,Palouse,BAU9-2,46.78188975,-117.0822114,274,8.233333587646484,611,cool_dry
