DSP_Pedon,Pedon_Num,DSP_Plot_ID,DSP_Pedon_ID,DSP_sample_ID,layer_no,hzdesg,hrzdep_t,hrzdep_b,Field_Texture,Coarse_Frag_volume,Clay_pct,Color_Moist_Hue,Color_Moist_Value,Color_Moist_Chroma,Color_Dry_Hue,Color_Dry_Value,Color_Dry_Chroma,Depletions_Knd,Depletions_Col_H,Depletions_Col_V,Depletions_Col_C,Ped_Surf_Feat_Knd,Ped_Surf_Feat_Amt,Ped_Surf_Feat_Loc,Conc_Knd,Conc_Qty,Conc_Size,Conc_Cont,Conc_Col_H,Conc_Col_V,Conc_Col_C,Conc_Mst,Conc_Shp,Conc_Loc,Structure_Grade,Structure_Size,Structure_Type,Consistence_RupRes_mst,Roots_Qty1,Roots_Sz1,Roots_Qty2,Roots_Sz2,Roots_Qty3,Roots_Sz3,Roots_Loc,Pores_Qty1,Pores_Sz1,Pores_Qty2,Pores_Sz2,Pores_Qty3,Pores_Sz3,Pores_Shp,Consistence_RupRes_dry,Consistence_Stk,Consistence_Pls,Roots_Qty4,Roots_Sz4,Roots_Qty5,Roots_Sz5,Pores_Qty4,Pores_Sz4,Pores_Qty5,Pores_Sz5
S2018KS153109,3,KeN3,KeN3 - 3,KeN3 - 3-4,4,Bt,26,44,SICL,0,35,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,SBK,,3,F,NA,,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS153109,3,KeN3,KeN3 - 3,KeN3 - 3-5,5,Btk,44,65,SICL,0,35,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,3,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS153109,3,KeN3,KeN3 - 3,KeN3 - 3-6,6,Bk1,65,79,SICL,0,30,10YR,3,3,,NA,NA,NA,-,NA,NA,,,,CAM,5%,NA,,,NA,NA,,,,2,M,PR,,3,F,NA,,NA,,T,1,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS153109,3,KeN3,KeN3 - 3,KeN3 - 3-7,7,Bk2,79,100,SICL,0,30,10YR,4,2,,NA,NA,NA,-,NA,NA,,,,CAM,20%,NA,,,NA,NA,,T,,2,M,PR,,2,F,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179104,1,KeCF1,KeCF1 - 1,KeCF1 - 1-1,1,Ap,0,5,SIL  ,0,16,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,GR,,7,VF,NA,F,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179104,1,KeCF1,KeCF1 - 1,KeCF1 - 1-2,2,Ap,5,10,SIL  ,0,16,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,GR,,7,VF,NA,F,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179104,1,KeCF1,KeCF1 - 1,KeCF1 - 1-3,3,A,10,18,SICL ,0,32,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,VF,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179104,1,KeCF1,KeCF1 - 1,KeCF1 - 1-4,4,Bt1,18,27,SICL ,0,36,10YR,3,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,PR,,7,VF,NA,,NA,,T,1,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179104,1,KeCF1,KeCF1 - 1,KeCF1 - 1-5,5,Bt2,27,37,SICL ,0,36,10YR,4,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,VF,NA,,NA,,T,1,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179104,1,KeCF1,KeCF1 - 1,KeCF1 - 1-6,6,Btk,37,59,SIL  ,0,26,10YR,5,3,,NA,NA,NA,-,NA,NA,,,,CAM,2,NA,,10YR,7,2,,S,MAT,2,M,PR,,7,VF,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179104,1,KeCF1,KeCF1 - 1,KeCF1 - 1-7,7,Bk,59,100,SIL  ,0,18,10YR,5,4,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,VF,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179105,2,KeCF1,KeCF1 - 2,KeCF1 - 2-1,1,Ap1,0,5,SIL  ,0,18,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,TN,PL,,7,F,NA,,NA,,T,7,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179105,2,KeCF1,KeCF1 - 2,KeCF1 - 2-2,2,Ap1,5,10,SIL  ,0,18,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,TN,PL,,7,F,NA,,NA,,T,7,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179105,2,KeCF1,KeCF1 - 2,KeCF1 - 2-3,3,Ap2,10,18,SIL  ,0,24,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PL,,7,F,NA,,NA,,T,5,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179105,2,KeCF1,KeCF1 - 2,KeCF1 - 2-4,4,Bt1,18,32,SICL ,0,34,10YR,3,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,3,VF,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179105,2,KeCF1,KeCF1 - 2,KeCF1 - 2-5,5,Bt2,32,45,SICL ,0,32,10YR,4,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,3,VF,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179105,2,KeCF1,KeCF1 - 2,KeCF1 - 2-6,6,Btk,45,66,SIL  ,0,20,10YR,4,4,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,3,VF,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179105,2,KeCF1,KeCF1 - 2,KeCF1 - 2-7,7,Bk,66,100,SIL  ,0,16,10YR,5,4,,NA,NA,NA,-,NA,NA,,,,CAM,2,NA,,10YR,7,2,M,S,MAT,2,M,PR,,7,F,NA,,NA,,T,3,VF,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179106,3,KeCF1,KeCF1 - 3,KeCF1 - 3-1,1,Ap1,0,5,SIL  ,0,18,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,TN,PL,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179106,3,KeCF1,KeCF1 - 3,KeCF1 - 3-2,2,Ap1,5,10,SIL  ,0,18,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,TN,PL,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179106,3,KeCF1,KeCF1 - 3,KeCF1 - 3-3,3,Ap2,10,18,SIL  ,0,26,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PL,,7,F,NA,,NA,,T,5,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179106,3,KeCF1,KeCF1 - 3,KeCF1 - 3-4,4,Bt1,18,46,SICL ,0,32,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,3,VF,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179106,3,KeCF1,KeCF1 - 3,KeCF1 - 3-5,5,Bt2,46,77,SICL ,0,36,10YR,4,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,3,VF,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179106,3,KeCF1,KeCF1 - 3,KeCF1 - 3-6,6,Btk,77,95,SIL  ,0,20,10YR,4,4,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,3,VF,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179106,3,KeCF1,KeCF1 - 3,KeCF1 - 3-7,7,Bk,95,100,SIL  ,0,16,10YR,5,4,,NA,NA,NA,-,NA,NA,,,,CAM,2,NA,,10YR,7,2, M  ,S,MAT,2,M,PR,,7,F,NA,,NA,,T,3,VF,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179107,1,KeN1,KeN1 - 1,KeN1 - 1-1,1,A1,0,5,SIL  ,0,18,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,3,F,GR,,7,M,NA,,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179107,1,KeN1,KeN1 - 1,KeN1 - 1-2,2,A1,5,10,SIL  ,0,18,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,3,F,GR,,7,M,NA,,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179107,1,KeN1,KeN1 - 1,KeN1 - 1-3,3,A2,10,23,SIL  ,0,18,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,GR,,7,F,NA,,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179107,1,KeN1,KeN1 - 1,KeN1 - 1-4,4,Bt1,23,44,SICL ,0,32,10YR,3,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,PR,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179107,1,KeN1,KeN1 - 1,KeN1 - 1-5,5,Bt2,44,68,SICL ,0,28,10YR,4,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179107,1,KeN1,KeN1 - 1,KeN1 - 1-6,6,Bk1,68,80,SIL  ,0,20,10YR,5,4,,NA,NA,NA,-,NA,NA,,,,CAM,1%,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179107,1,KeN1,KeN1 - 1,KeN1 - 1-7,7,Bk2,80,100,SIL  ,0,14,10YR,5,4,,NA,NA,NA,-,NA,NA,,,,CAM,2%,NA,,,NA,NA,,,,1,M,PR,,7,F,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179108,2,KeN1,KeN1 - 2,KeN1 - 2-1,1,A1,0,5,SIL  ,0,18,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,3,F,GR,,7,M,NA,,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179108,2,KeN1,KeN1 - 2,KeN1 - 2-2,2,A1,5,10,SIL  ,0,18,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,3,F,GR,,7,M,NA,,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179108,2,KeN1,KeN1 - 2,KeN1 - 2-3,3,A2,10,28,SIL  ,0,22,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,GR,,7,F,NA,,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179108,2,KeN1,KeN1 - 2,KeN1 - 2-4,4,Bt1,28,42,SICL ,0,30,10YR,3,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,PR,,7,F,NA,,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179108,2,KeN1,KeN1 - 2,KeN1 - 2-5,5,Bt2,42,64,SICL ,0,30,10YR,4,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179108,2,KeN1,KeN1 - 2,KeN1 - 2-6,6,Btk,64,86,SIL  ,0,24,10YR,4,4,,NA,NA,NA,-,NA,NA,,,,CAM,2%,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179108,2,KeN1,KeN1 - 2,KeN1 - 2-7,7,Bk,86,100,SIL  ,0,15,10YR,5,3,,NA,NA,NA,-,NA,NA,,,,CAM  ,,NA,,,NA,NA,,,,2,CO,PR,,7,F,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179109,3,KeN1,KeN1 - 3,KeN1 - 3-1,1,A1,0,5,SIL  ,0,18,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,3,F,GR,,7,M,NA,,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179109,3,KeN1,KeN1 - 3,KeN1 - 3-2,2,A1,5,10,SIL  ,0,18,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,3,F,GR,,7,M,NA,,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179109,3,KeN1,KeN1 - 3,KeN1 - 3-3,3,A2,10,26,SIL  ,0,24,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,3,M,GR,,7,F,NA,,NA,,T,3,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179109,3,KeN1,KeN1 - 3,KeN1 - 3-4,4,Bt,26,41,SICL ,0,34,10YR,3,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,PR,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179109,3,KeN1,KeN1 - 3,KeN1 - 3-5,5,Btk,41,59,SIL  ,0,26,10YR,4,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179109,3,KeN1,KeN1 - 3,KeN1 - 3-6,6,Bk1,59,80,SIL  ,0,22,10YR,5,3,,NA,NA,NA,-,NA,NA,,,,CAM,1%,NA,F ,10YR,7,1,,,,2,M,PR,,7,F,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179109,3,KeN1,KeN1 - 3,KeN1 - 3-7,7,Bk2,80,100,SIL  ,0,15,10YR,5,4,,NA,NA,NA,-,NA,NA,,,,CAM,2%,NA,F,10YR,7,1,,,,2,CO,PR,,7,F,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179110,1,KeC1,KeC1 - 1,KeC1 - 1-1,1,Ap1,0,5,SIL  ,0,24,10YR,3,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179110,1,KeC1,KeC1 - 1,KeC1 - 1-2,2,Ap1,5,10,SIL  ,0,24,10YR,3,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179110,1,KeC1,KeC1 - 1,KeC1 - 1-3,3,Ap2,10,23,SICL ,0,28,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179110,1,KeC1,KeC1 - 1,KeC1 - 1-4,4,Bt1,23,36,SICL ,0,35,10YR,3,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,VF,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179110,1,KeC1,KeC1 - 1,KeC1 - 1-5,5,Bt2,36,54,SICL ,0,38,10YR,4,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,VF,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179110,1,KeC1,KeC1 - 1,KeC1 - 1-6,6,Btk1,54,69,SICL ,0,32,10YR,4,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,VF,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179110,1,KeC1,KeC1 - 1,KeC1 - 1-7,7,Btk2,69,87,SIL  ,0,23,10YR,5,3,,NA,NA,NA,-,NA,NA,,,,CAM,2%,NA,  F,10YR,7,2,,D,,2,CO,PR,,7,VF,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179110,1,KeC1,KeC1 - 1,KeC1 - 1-8,8,Bk,87,100,SIL  ,0,21,10YR,5,4,,NA,NA,NA,-,NA,NA,,,,CAM,2%,NA,  F,10YR,7,2,,D,,2,CO,PR,,7,VF,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179111,2,KeC1,KeC1 - 2,KeC1 - 2-1,1,Ap,0,5,SIL  ,0,23,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179111,2,KeC1,KeC1 - 2,KeC1 - 2-2,2,Ap,5,10,SIL  ,0,23,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,2,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179111,2,KeC1,KeC1 - 2,KeC1 - 2-3,3,A,10,25,SICL ,0,33,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,1,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179111,2,KeC1,KeC1 - 2,KeC1 - 2-4,4,Bt1,25,36,SICL ,0,35,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,1,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179111,2,KeC1,KeC1 - 2,KeC1 - 2-5,5,Bt2,36,59,SICL ,0,33,10YR,4,3,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,1,F,NA,,NA,,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179111,2,KeC1,KeC1 - 2,KeC1 - 2-6,6,Btk,59,78,SICL ,0,30,10YR,5,3,,NA,NA,NA,-,NA,NA,,,,CAM,1%,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179111,2,KeC1,KeC1 - 2,KeC1 - 2-7,7,Bk,78,100,SIL  ,0,24,10YR,5,3,,NA,NA,NA,-,NA,NA,,,,CAM,1%,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179112,3,KeC1,KeC1 - 3,KeC1 - 3-1,1,Ap1,0,5,SIL  ,0,24,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,2,F,NA,,NA,,TU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179112,3,KeC1,KeC1 - 3,KeC1 - 3-2,2,Ap1,5,10,SIL  ,0,24,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,2,F,NA,,NA,,TU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179112,3,KeC1,KeC1 - 3,KeC1 - 3-3,3,Ap2,10,24,SICL ,0,36,10YR,2,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,2,F,NA,,NA,,TU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179112,3,KeC1,KeC1 - 3,KeC1 - 3-4,4,Bt,24,38,SICL ,0,36,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,2,F,NA,,NA,,TU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179112,3,KeC1,KeC1 - 3,KeC1 - 3-5,5,Btk1,38,61,SIL  ,0,30,10YR,3,3,,NA,NA,NA,-,NA,NA,,,,CAM,2%,NA,,,NA,NA,,T,,2,M,PR,,7,F,NA,,NA,,T,2,F,NA,,NA,,TU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179112,3,KeC1,KeC1 - 3,KeC1 - 3-6,6,Btk2,61,80,SIL  ,0,28,10YR,4,3,,NA,NA,NA,-,NA,NA,,,,CAM,2%,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS179112,3,KeC1,KeC1 - 3,KeC1 - 3-7,7,Bk,80,100,SIL  ,0,25,10YR,5,3,,NA,NA,NA,-,NA,NA,,,,CAM,2%,NA,,,NA,NA,,,,2,CO,PR,,7,F,NA,,NA,,T,3,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS193101,1,KeC2,KeC2 - 1,KeC2 - 1-1,1,Ap1,0,5,SIL  ,0,16,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,GR,,7,F,NA,,NA,,T,4,VF,NA,,NA,,TU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS193101,1,KeC2,KeC2 - 1,KeC2 - 1-2,2,Ap1,5,10,SIL  ,0,16,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,F,GR,,7,F,NA,,NA,,T,4,VF,NA,,NA,,TU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS193101,1,KeC2,KeC2 - 1,KeC2 - 1-3,3,Ap2,10,22,SIL  ,0,22,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,2,M,PL,,7,F,NA,,NA,,T,4,VF,NA,,NA,,TU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS193101,1,KeC2,KeC2 - 1,KeC2 - 1-4,4,Bt1,22,42,SICL ,0,32,10YR,3,3,,NA,NA,NA,-,NA,NA,CF,5%,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,1,VF,NA,,NA,,TU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS193101,1,KeC2,KeC2 - 1,KeC2 - 1-5,5,Bt2,42,56,SICL ,0,36,10YR,4,2,,NA,NA,NA,-,NA,NA,CF,15%,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,1,F,NA,,NA,,TU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS193101,1,KeC2,KeC2 - 1,KeC2 - 1-6,6,Btk1,56,69,SICL ,0,34,10YR,4,2,,NA,NA,NA,-,NA,NA,CF,15%,,,,NA,,,NA,NA,,,,3,CO,PR,,7,F,NA,,NA,,T,2,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS193101,1,KeC2,KeC2 - 1,KeC2 - 1-7,7,Btk2,69,84,SICL ,0,36,10YR,5,2,,NA,NA,NA,-,NA,NA,CF,10%,,,,NA,,,NA,NA,,,,2,M,SBK,,7,F,NA,,NA,,T,2,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS193101,1,KeC2,KeC2 - 1,KeC2 - 1-8,8,Btk3,84,100,SICL ,0,30,10YR,6,2,,NA,NA,NA,-,NA,NA,CF,5%,,,,NA,,,NA,NA,,,,2,M,PR,,7,F,NA,,NA,,T,2,F,NA,,NA,,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2018KS193102,2,KeC2,KeC2 - 2,KeC2 - 2-1,1,Ap1,0,5,SIL  ,0,18,10YR,3,2,,NA,NA,NA,-,NA,NA,,,,,,NA,,,NA,NA,,,,1,M,PL,,7,VF,NA,,NA,,P,2,F,NA,,NA,,TU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
