DSP_Pedon,Pedon_Num,DSP_Plot_ID,DSP_Pedon_ID,DSP_sample_ID,layer_no,hzdesg,hrzdep_t,hrzdep_b,Field_Texture,Coarse_Frag_volume,Clay_pct,Color_Moist_Hue,Color_Moist_Value,Color_Moist_Chroma,Color_Dry_Hue,Color_Dry_Value,Color_Dry_Chroma,Depletions_Knd,Depletions_Col_H,Depletions_Col_V,Depletions_Col_C,Ped_Surf_Feat_Knd,Ped_Surf_Feat_Amt,Ped_Surf_Feat_Loc,Conc_Knd,Conc_Qty,Conc_Size,Conc_Cont,Conc_Col_H,Conc_Col_V,Conc_Col_C,Conc_Mst,Conc_Shp,Conc_Loc,Structure_Grade,Structure_Size,Structure_Type,Consistence_RupRes_mst,Roots_Qty1,Roots_Sz1,Roots_Qty2,Roots_Sz2,Roots_Qty3,Roots_Sz3,Roots_Loc,Pores_Qty1,Pores_Sz1,Pores_Qty2,Pores_Sz2,Pores_Qty3,Pores_Sz3,Pores_Shp,Consistence_RupRes_dry,Consistence_Stk,Consistence_Pls,Roots_Qty4,Roots_Sz4,Roots_Qty5,Roots_Sz5,Pores_Qty4,Pores_Sz4,Pores_Qty5,Pores_Sz5
TX-AX2-2-CONV,2,AX2,AX2-2,AX2-2-2,2,A1,5,10,SL,0,9,10YR,3,2,10YR,4,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX2-2-CONV,2,AX2,AX2-2,AX2-2-3,3,B2,10,30,SL,0,12,7.5YR,3,2,7.5YR,5,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX2-2-CONV,2,AX2,AX2-2,AX2-2-4,4,B2ca,30,50,SL,0,14,10YR,4,2,10YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX2-2-CONV,2,AX2,AX2-2,AX2-2-5,5,Ap,50,80,LS,0,10,7.5YR,4,2,7.5YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX2-2-CONV,2,AX2,AX2-2,AX2-2-6,6,Ap,80,100,S,0,7,7.5YR,5,2,7.5YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX2-3-CONV,3,AX2,AX2-3,AX2-3-1,1,Ap,0,5,SL,0,8,7.5YR,5,4,10YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX2-3-CONV,3,AX2,AX2-3,AX2-3-2,2,A1,5,10,SL,0,14,10YR,4,2,10YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX2-3-CONV,3,AX2,AX2-3,AX2-3-3,3,B2,10,30,SL,0,11,10YR,4,1,7.5YR,5,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX2-3-CONV,3,AX2,AX2-3,AX2-3-4,4,B2ca,30,50,SL,0,16,10YR,5,2,7.5YR,6,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX2-3-CONV,3,AX2,AX2-3,AX2-3-5,5,Ap,50,80,SL,0,18,7.5YR,5,2,10YR,7,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX2-3-CONV,3,AX2,AX2-3,AX2-3-6,6,Ap,80,100,LS,0,10,10YR,5,2,10YR,7,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-1-CONV,1,AX3,AX3-1,AX3-1-1,1,Ap,0,5,SL,0,9,10YR,4,2,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-1-CONV,1,AX3,AX3-1,AX3-1-2,2,A1,5,10,SL,0,14,10YR,4,2,7.5YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-1-CONV,1,AX3,AX3-1,AX3-1-3,3,B2,10,30,SL,0,10,10YR,5,2,7.5YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-1-CONV,1,AX3,AX3-1,AX3-1-4,4,B2ca,30,50,SL,0,11,10YR,5,3,10YR,7,3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-1-CONV,1,AX3,AX3-1,AX3-1-5,5,Ap,50,80,SL,0,12,7.5YR,5,2,10YR,7,3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-1-CONV,1,AX3,AX3-1,AX3-1-6,6,A1,80,100,SL,0,12,10YR,5,3,7.5YR,7,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-2-CONV,2,AX3,AX3-2,AX3-2-1,1,B2,0,5,SL,0,10,10YR,4,1,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-2-CONV,2,AX3,AX3-2,AX3-2-2,2,B2ca,5,10,SL,0,11,10YR,4,1,10YR,5,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-2-CONV,2,AX3,AX3-2,AX3-2-3,3,Ap,10,30,SL,0,10,10YR,3,2,10YR,4,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-2-CONV,2,AX3,AX3-2,AX3-2-4,4,Ap,30,50,SL,0,16,10YR,4,2,7.5YR,7,3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-2-CONV,2,AX3,AX3-2,AX3-2-5,5,Ap,50,80,SL,0,11,10YR,5,3,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-2-CONV,2,AX3,AX3-2,AX3-2-6,6,A1,80,100,SL,0,10,10YR,7,3,7.5YR,7,3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-3-CONV,3,AX3,AX3-3,AX3-3-1,1,B2,0,5,SL,0,10,7.5YR,3,2,10YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-3-CONV,3,AX3,AX3-3,AX3-3-2,2,B2ca,5,10,SL,0,12,7.5YR,3,2,10YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-3-CONV,3,AX3,AX3-3,AX3-3-3,3,Ap,10,30,SL,0,11,7.5YR,5,2,10YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-3-CONV,3,AX3,AX3-3,AX3-3-4,4,Ap,30,50,SL,0,16,10YR,5,2,10YR,6,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-3-CONV,3,AX3,AX3-3,AX3-3-5,5,Ap,50,80,SL,0,14,7.5YR,5,2,7.5YR,6,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AX3-3-CONV,3,AX3,AX3-3,AX3-3-6,6,A1,80,100,SL,0,18,7.5YR,6,3,7.5YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-INT,1,AY1,AY1-1,AY1-1-1,1,B2,0,5,LS,0,6,10YR,3,1,10YR,4,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-INT,1,AY1,AY1-1,AY1-1-2,2,B2ca,5,10,SL,0,10,10YR,3,1,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-INT,1,AY1,AY1-1,AY1-1-3,3,Ap,10,30,SL,0,14,10YR,3,1,10YR,4,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-INT,1,AY1,AY1-1,AY1-1-4,4,A1,30,50,SL,0,18,7.5YR,6,2,7.5YR,5,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-INT,1,AY1,AY1-1,AY1-1-5,5,B2,50,80,SL,0,20,10YR,5,2,10YR,6,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-INT,1,AY1,AY1-1,AY1-1-6,6,B2ca,80,100,SCL,0,23,7.5YR,6,2,7.5YR,6,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-2-INT,2,AY1,AY1-2,AY1-2-1,1,Ap,0,5,LS,0,8,10YR,3,1,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-2-INT,2,AY1,AY1-2,AY1-2-2,2,Ap,5,10,SL,0,12,10YR,3,1,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-2-INT,2,AY1,AY1-2,AY1-2-3,3,Ap,10,30,SL,0,19,10YR,4,1,10YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-2-INT,2,AY1,AY1-2,AY1-2-4,4,A1,30,50,SCL,0,20,10YR,5,2,10YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-2-INT,2,AY1,AY1-2,AY1-2-5,5,B2,50,80,SL,0,19,10YR,4,2,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-2-INT,2,AY1,AY1-2,AY1-2-6,6,B2ca,80,100,SL,0,16,10YR,4,1,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-3-INT,3,AY1,AY1-3,AY1-3-1,1,Ap,0,5,SL,0,10,7.5YR,3,1,7.5YR,3,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-3-INT,3,AY1,AY1-3,AY1-3-2,2,Ap,5,10,SL,0,10,10YR,3,1,7.5YR,3,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-3-INT,3,AY1,AY1-3,AY1-3-3,3,Ap,10,30,SL,0,14,10YR,4,1,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-3-INT,3,AY1,AY1-3,AY1-3-4,4,A1,30,50,SL,0,18,7.5YR,4,1,10YR,3,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-3-INT,3,AY1,AY1-3,AY1-3-5,5,B2,50,80,SL,0,18,10YR,4,2,10YR,3,3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY1-3-INT,3,AY1,AY1-3,AY1-3-6,6,B2ca,80,100,SL,0,14,10YR,4,2,10YR,5,3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-1-INT,1,AY2,AY2-1,AY2-1-1,1,Ap,0,5,SL,0,5,10YR,3,1,7.5YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-1-INT,1,AY2,AY2-1,AY2-1-2,2,A1,5,10,SL,0,7,7.5YR,4,1,7.5YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-1-INT,1,AY2,AY2-1,AY2-1-3,3,B2,10,30,SL,0,16,7.5YR,3,2,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-1-INT,1,AY2,AY2-1,AY2-1-4,4,B2ca,30,50,SL,0,18,10YR,5,2,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-1-INT,1,AY2,AY2-1,AY2-1-5,5,Ap,50,80,SCL,0,21,10YR,6,3,7.5YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-1-INT,1,AY2,AY2-1,AY2-1-6,6,Ap,80,100,SL,0,6,10YR,4,4,10YR,6,3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-2-INT,2,AY2,AY2-2,AY2-2-1,1,Ap,0,5,SL,0,6,7.5YR,3,1,10YR,4,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-2-INT,2,AY2,AY2-2,AY2-2-2,2,A1,5,10,SL,0,6,7.5YR,3,1,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-2-INT,2,AY2,AY2-2,AY2-2-3,3,B2,10,30,SL,0,18,10YR,4,2,10YR,4,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-2-INT,2,AY2,AY2-2,AY2-2-4,4,B2ca,30,50,SL,0,14,10YR,3,2,10YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-2-INT,2,AY2,AY2-2,AY2-2-5,5,Ap,50,80,SCL,0,21,10YR,5,3,7.5YR,6,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-2-INT,2,AY2,AY2-2,AY2-2-6,6,Ap,80,100,SCL,0,22,7.5YR,6,3,7.5YR,6,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-3-INT,3,AY2,AY2-3,AY2-3-1,1,Ap,0,5,SL,0,8,7.5YR,2.5,2,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-3-INT,3,AY2,AY2-3,AY2-3-2,2,A1,5,10,SL,0,10,7.5YR,3,2,10YR,4,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-3-INT,3,AY2,AY2-3,AY2-3-3,3,B2,10,30,SCL,0,21,10YR,3,1,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-3-INT,3,AY2,AY2-3,AY2-3-4,4,B2ca,30,50,SL,0,20,7.5YR,5,2,10YR,4,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-3-INT,3,AY2,AY2-3,AY2-3-5,5,Ap,50,80,SCL,0,20,7.5YR,5,4,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY2-3-INT,3,AY2,AY2-3,AY2-3-6,6,Ap,80,100,SCL,0,23,10YR,5,3,7.5YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-1-INT,1,AY3,AY3-1,AY3-1-1,1,Ap,0,5,LS,0,7,10YR,3,2,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-1-INT,1,AY3,AY3-1,AY3-1-2,2,A1,5,10,SL,0,15,10YR,3,1,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-1-INT,1,AY3,AY3-1,AY3-1-3,3,B2,10,30,SL,0,15,7.5YR,4,1,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-1-INT,1,AY3,AY3-1,AY3-1-4,4,B2ca,30,50,SCL,0,22,10YR,4,1,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-1-INT,1,AY3,AY3-1,AY3-1-5,5,Ap,50,80,SCL,0,23,10YR,5,1,7.5YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-1-INT,1,AY3,AY3-1,AY3-1-6,6,A1,80,100,SCL,0,24,7.5YR,5,1,10YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-2-INT,2,AY3,AY3-2,AY3-2-1,1,B2,0,5,LS,0,6,10YR,2,2,10YR,3,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-2-INT,2,AY3,AY3-2,AY3-2-2,2,B2ca,5,10,LS,0,6,10YR,2,2,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-2-INT,2,AY3,AY3-2,AY3-2-3,3,Ap,10,30,LS,0,11,10YR,2,2,10YR,3,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-2-INT,2,AY3,AY3-2,AY3-2-4,4,Ap,30,50,LS,0,9,10YR,2,2,10YR,4,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-2-INT,2,AY3,AY3-2,AY3-2-5,5,Ap,50,80,SL,0,13,10YR,3,2,10YR,4,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
TX-AY3-2-INT,2,AY3,AY3-2,AY3-2-6,6,A1,80,100,SL,0,17,10YR,4,2,7.5YR,5,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,,NA,,,NA,,NA,NA,NA,,,,NA,NA,NA,,NA,,NA,,NA,
