cooplabmst_id,dsp_sample_id,dsp_pedon_id,layer_no_lab,dsp_pedon,sand_pct,silt_pct,clay_pct_lab,texture,bulk_density,water_content,soc_pct,tc_pct,tn_pct,kssl_wsa,yoder_agg_stab_mwd,yoder_agg_stab_total_ws,yoder_ws_2_8,yoder_ws_pt5_2,yoder_ws_250_500,yoder_ws_53_250,ec,p_h,soil_respiration,bglucosidase,bglucosaminidase,alkaline_phosphatase,acid_phosphatase,phosphodiesterase,arylsulfatase,pox_c,ace,weoc,weon,effervescence,plfa_id,kssl_labsampnum,hzdesg,hrzdep_t,hrzdep_b,layerdes_id,layer_no_field,field_texture,coarse_frag_volume,clay_pct_field,color_moist_hue,color_moist_value,color_moist_chroma,color_dry_hue,color_dry_value,color_dry_chroma,depletions_knd,depletions_col_h,depletions_col_v,depletions_col_c,ped_surf_feat_knd,ped_surf_feat_amt,ped_surf_feat_loc,conc_knd,conc_qty,conc_size,conc_cont,conc_col_h,conc_col_v,conc_col_c,conc_mst,conc_shp,conc_loc,structure_grade,structure_size,structure_type,consistence_rup_res_mst,consistence_rup_res_dry,consistence_stk,consistence_pls,roots_qty1,roots_sz1,roots_qty2,roots_sz2,roots_qty3,roots_sz3,roots_loc,pores_qty1,pores_sz1,pores_qty2,pores_sz2,pores_qty3,pores_sz3,pores_shp,roots_qty4,roots_sz4,roots_qty5,roots_sz5,pores_qty4,pores_sz4,pores_qty5,pores_sz5,dsp_plot_id,dspplotmgt_id,label_full,label,lu,till,trt,explanation,gen_state,site,project,soil,genhz,bd_fill,soc_fill,coarse_frag_fill,hrzdepth,cf_mult,soc_stock_hrz,lat,long,ID,mat,map,climate,single_ring_infiltration_1,single_ring_infiltration_2,cornell_infiltrometer
714,CON-3-1,CON-3,1,S2019MN99-C-CON,NA,NA,NA,L,1.15544377,NA,2.7626,NA,NA,3.66,1,NA,NA,0.47,0.34,0.13,NA,NA,0.77,201.76,40.23,155.09,254.37,NA,100.26,565.36,5.43,NA,NA,,MN-099-SW-CON-003-1-102819,20N01633,Ap1,0,5,712,1,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CON,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,Ap1,1.15544377,2.7626,0,5,1,15.960144795009999,NA,NA,NA,NA,NA,cool_dry,NA,NA,NA
721,CON-4-1,CON-4,1,S2019MN99-D-CON,NA,NA,NA,L,0.954238925,NA,3.1851,NA,NA,10.25,2.12,NA,NA,1.72,0.27,0.09,NA,NA,0.78,212.72,34.75,211.14,303.6,NA,132.67,689.39,6.82,NA,NA,,MN-099-SW-CON-004-1-102819,20N01640,Ap1,0,5,719,1,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CON,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,Ap1,0.954238925,3.1851,0,5,1,15.196732000087499,NA,NA,NA,NA,NA,cool_dry,NA,NA,NA
726,CON-5-1,CON-5,1,S2019MN99-E-CON,NA,NA,NA,CL,0.965038055,NA,3.1334,NA,NA,9.62,1.38,NA,NA,0.88,0.32,0.13,NA,NA,0.66,189.32,29.38,178.84,300.22,NA,129.34,670.68,5.68,NA,NA,,MN-099-SW-CON-005-1-102819,20N01645,Ap1,0,5,724,1,CL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CON,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,Ap1,0.965038055,3.1334,0,5,1,15.119251207684998,NA,NA,NA,NA,NA,cool_dry,NA,NA,NA
732,CON-6-1,CON-6,1,S2019MN99-F-CON,NA,NA,NA,CL,1.175021141,NA,3.1678,NA,NA,6.52,2.02,NA,NA,1.57,0.31,0.1,NA,NA,0.78,217.06,37.2,243.98,219.06,NA,130.24,704.44,6.04,NA,NA,,MN-099-SW-CON-006-1-102819,20N01651,Ap1,0,5,730,1,CL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CON,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,Ap1,1.175021141,3.1678,0,5,1,18.611159852299004,NA,NA,NA,NA,NA,cool_dry,NA,NA,NA
738,CON-7-1,CON-7,1,S2019MN99-G-CON,NA,NA,NA,L,0.969963974,NA,2.5308,NA,NA,14.46,1.91,NA,NA,1.34,0.47,0.06,NA,NA,0.84,211.15,43.79,205.41,253.18,NA,133.6,697.95,6.02,NA,NA,,MN-099-SW-CON-007-1-102919,20N01657,Ap1,0,5,736,1,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CON,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,Ap1,0.969963974,2.5308,0,5,1,12.273924126996,43.75222,-92.84329,245,6.757166862487793,827,cool_dry,NA,NA,NA
745,CON-8-1,CON-8,1,S2019MN99-H-CON,NA,NA,NA,L,0.981205174,NA,2.6858,NA,NA,13.67,1.17,NA,NA,0.62,0.38,0.12,NA,NA,0.61,203.4,26.15,182.32,243.89,NA,99.2,590.45,4.35,NA,NA,,MN-099-SW-CON-008-1-102919,20N01664,Ap1,0,5,743,1,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CON,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,Ap1,0.981205174,2.6858,0,5,1,13.176604281645998,43.75218,-92.843677,246,6.757166862487793,827,cool_dry,NA,NA,NA
752,CON-9-1,CON-9,1,S2019MN99-I-CON,NA,NA,NA,L,1.414054518,NA,3.1162,NA,NA,13.17,1.83,NA,NA,1.29,0.41,0.1,NA,NA,0.53,210.1,34.41,213.35,269.3,NA,134.48,779.65,5.24,NA,NA,,MN-099-SW-CON-009-1-102919,20N01671,Ap1,0,5,750,1,L,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,CON,27,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,UnivOfMinnesota,Readlyn,Ap1,1.414054518,3.1162,0,5,1,22.032383444958,43.752284,-92.842882,247,6.757166862487793,827,cool_dry,NA,NA,NA
813,REF-1-1,REF-1,1,S2019MN99-A-REF,NA,NA,NA,SiL,0.777339307,NA,5.7713,NA,NA,32.71,4.33,NA,NA,4.12,0.2,0.01,NA,NA,1.71,329.1,95.56,269.91,654.72,NA,529.05,895.7,15.47,NA,NA,,MN-099-SW-REF-019-1-110419,20N01731,Ap1,0,5,811,1,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,Ap1,0.777339307,5.7713,0,5,1,22.4312917124455,43.746917,-92.845067,257,6.805333614349365,821,cool_dry,NA,NA,NA
820,REF-2-1,REF-2,1,S2019MN99-B-REF,NA,NA,NA,SiL,0.608430905,NA,5.7533,NA,NA,57.09,2.85,NA,NA,2.19,0.64,0.02,NA,NA,1.61,303.53,74.73,261.2,647.27,NA,518.62,728.31,13.14,NA,NA,,MN-099-SW-REF-020-1-110419,20N01738,Ap1,0,5,818,1,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,Ap1,0.608430905,5.7533,0,5,1,17.5024276286825,43.7469,-92.8454,258,6.805333614349365,821,cool_dry,NA,NA,NA
825,REF-3-1,REF-3,1,S2019MN99-C-REF,NA,NA,NA,SiL,0.928094564,NA,5.9246,NA,NA,12.54,4.15,NA,NA,3.93,0.21,0.01,NA,NA,1.66,290.65,112.59,25.69,714.99,NA,415.5,813.94,17.03,NA,NA,,MN-099-SW-REF-021-1-110419,20N01743,Ap1,0,5,823,1,SIL,NA,NA,10YR,2,1,,NA,NA,NA,,NA,NA,,,,,,NA,,,NA,NA,,,,NA,,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,Ap1,0.928094564,5.9246,0,5,1,27.492945269372,43.746883,-92.84465,259,6.805333614349365,821,cool_dry,NA,NA,NA
