DSP_Pedon_ID,DSP_Plot_ID,pedon_x,pedon_y,Label_full,Label,PLFA_ID_Surface,LU,till,trt,explanation,State,Site,Pedon_Num,Project,Soil_Sampled_Name,Project_full,partsize_class,Gen_surf,Gen_MAP,Gen_MAT,Texture_Class,Target_Soil_Name
R-1-3,R-1,-102.093806,35.18025,Ref - Native,Ref,TX-375-SWSHA-03-A-05152018,FORAGE,Perennial,Native Rangeland,Native,Reference,,,TexasA&MPt-2,Pullman,Texas A&M- Pullman,fine,clay loam,483,16,sil,
R-2-1,R-2,-102.093806,35.18025,Ref - Native,Ref,TX-375-SWSHA-04-A-05152018,FORAGE,Perennial,Native with introduced species ,Native with introduced species ,ALT,,,TexasA&MPt-2,Pullman,Texas A&M- Pullman,fine,clay loam,483,16,sil,
R-2-2,R-2,-102.093806,35.18025,Ref - Native,Ref,TX-375-SWSHA-05-A-05152018,FORAGE,Perennial,Native with introduced species ,Native with introduced species ,ALT,,,TexasA&MPt-2,Pullman,Texas A&M- Pullman,fine,clay loam,483,16,sil,
R-2-3,R-2,-102.093806,35.18025,Ref - Native,Ref,TX-375-SWSHA-06-A-05152018,FORAGE,Perennial,Native with introduced species ,Native with introduced species ,ALT,,,TexasA&MPt-2,Pullman,Texas A&M- Pullman,fine,clay loam,483,16,sil,
NT-1-1,NT-1,-102.093806,35.18025,SHM - no-till,SHM,TX-375-SWSHA-07-A-05152018,CROP,No-till,no-till fallow after sorghum,no-till fallow after sorghum,AG-CROP,,,TexasA&MPt-2,Pullman,Texas A&M- Pullman,fine,clay loam,483,16,sil,
NT-1-2,NT-1,-102.093806,35.18025,SHM - no-till,SHM,TX-375-SWSHA-08-A-05152018,CROP,No-till,no-till fallow after sorghum,no-till fallow after sorghum,AG-CROP,,,TexasA&MPt-2,Pullman,Texas A&M- Pullman,fine,clay loam,483,16,sil,
NT-1-3,NT-1,-102.093806,35.18025,SHM - no-till,SHM,TX-375-SWSHA-09-A-05152018,CROP,No-till,no-till fallow after sorghum,no-till fallow after sorghum,AG-CROP,,,TexasA&MPt-2,Pullman,Texas A&M- Pullman,fine,clay loam,483,16,sil,
PaN1-1,PaN1,-72.22985,41.797167,SHM - No-till silage corn,SHM,CT-013-SW-001-1-06262020,CROP,No-till,No-till silage corn,"A area plots (Peters' plots) at Uconn Agriculture Research Farm, Storrs, CT, no-till, no manure",,N1,1,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,VFSL,1254,9,,Paxton/ Woodbridge
PaT1-1,PaT1,-72.229722,41.79725,BAU - Conv till silage corn,BAU,CT-013-SW-002-1-06262020,CROP,Till,Conv till silage corn,"A area plots (Peters' plots) at UConn agriculture Research farm, Storrs, CT, conventional till, no manure",,T1,1,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,FSL,1254,9,FSL,Paxton/ Woodbridge
PaT1-2,PaT1,-72.2300556,41.797389,BAU - Conv till silage corn,BAU,CT-013-SW-003-1-06262020,CROP,Till,Conv till silage corn,"A area plots (Peters' plots) at UConn agriculture Research farm, Storrs, CT, conventional till, no manure",,T1,2,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,VFSL,1254,9,,Paxton/ Woodbridge
PaN1-2,PaN1,-72.23025,41.7975278,SHM - No-till silage corn,SHM,CT-013-SW-004-1-06292020,CROP,No-till,No-till silage corn,"A area plots (Peters' plots) at Uconn Agriculture Research Farm, Storrs, CT, no-till, no manure",,N1,2,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,FSL,1254,9,FSL,Paxton/ Woodbridge
PaN1-3,PaN1,-72.2305556,41.79775,SHM - No-till silage corn,SHM,CT-013-SW-006-1-06292020,CROP,No-till,No-till silage corn,"A area plots (Peters' plots) at Uconn Agriculture Research Farm, Storrs, CT, no-till, no manure",,N1,3,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,FSL,1254,9,,Paxton/ Woodbridge
PaT1-3,PaT1,-72.2303333,41.7975833,BAU - Conv till silage corn,BAU,CT-013-SW-005-1-06292020,CROP,Till,Conv till silage corn,"A area plots (Peters' plots) at Uconn Agriculture Research Farm, Storrs, CT, no-till, no manure",,T1,3,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,FSL,1254,9,,Paxton/ Woodbridge
PaM1-1,PaM1,-72.23745,41.8184833,Ref - Managed forest,Ref,CT-013-SW-007-1-07152020,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand D, oak/ hickory upland hardwoof, thinned 2013",,M1,1,UConn,Canton,UConn - Paxton/ Woodbridge,fsl,FSL,1250,10,,Paxton/ Woodbridge
PaM1-2,PaM1,-72.2377833,41.8185,Ref - Managed forest,Ref,CT-013-SW-008-1-07152020,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand D, oak/ hickory upland hardwoof, thinned 2013",,M1,2,UConn,Canton,UConn - Paxton/ Woodbridge,fsl,FSL,1249,9,FSL,Paxton/ Woodbridge
PaU1-1,PaU1,-72.2388333,41.8184333,Ref - Unmanaged forest,Ref,CT-013-SW-009-1-07152020,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand C, oak/ hickory upland hardwood, no recent management ",,U1,1,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,FSL,1249,9,FSL,Paxton/ Woodbridge
PaU1-2,PaU1,-72.238939,41.818491,Ref - Unmanaged forest,Ref,CT-013-SW-010-1-07152020,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand C, oak/ hickory upland hardwood, no recent management ",,U1,2,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,FSL,1249,9,,Paxton/ Woodbridge
PaM2-1,PaM2,-72.25135,41.8207833,SHM - Managed forest,SHM,CT-013-SW-011-1-07222020,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand B, ash-dominated, thinned 2013",,M2,1,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,FSL,1248,9,FSL,Paxton/ Woodbridge
PaM2-2,PaM2,-72.2543056,41.821,SHM - Managed forest,SHM,CT-013-SW-012-1-07222020,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand B, ash-dominated, thinned 2014",,M2,2,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,SL,1247,9,,Paxton/ Woodbridge
PaU2-1,PaU2,-72.2532778,41.8216111,Ref - Unmanaged forest,Ref,CT-013-SW-013-1-07222020,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand A, ash- dominated, no recent management ",,U2,1,UConn,Woodbridge,UConn - Paxton/ Woodbridge,,FSL,1247,9,L,Paxton/ Woodbridge
PaU2-2,PaU2,-72.25333,41.82161667,Ref - Unmanaged forest,Ref,CT-013-SW-014-1-07222020,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand A, ash- dominated, no recent management ",,U2,2,UConn,Woodbridge,UConn - Paxton/ Woodbridge,l,FSL,1247,9,,Paxton/ Woodbridge
PaL1-1,PaL1,-72.188333,41.7995278,SHM - Lawn,SHM,CT-013-SW-015-1-07232020,GRASS,No-till,Lawn,"Will Ouimet residential lawn, Mansfield, CT",,L1,1,UConn,Woodbridge,UConn - Paxton/ Woodbridge,sl,FSL,1260,10,FSL,Paxton/ Woodbridge
PaL1-2,PaL1,-72.18838889,41.7995556,SHM - Lawn,SHM,CT-013-SW-016-1-07232020,GRASS,No-till,Lawn,"Will Ouimet residential lawn, Mansfield, CT",,L1,2,UConn,Woodbridge,UConn - Paxton/ Woodbridge,sl,FSL,1260,10,,Paxton/ Woodbridge
PaL2-1,PaL2,-72.189595,41.800011,SHM - Lawn,SHM,CT-013-SW-017-1-07242020,GRASS,No-till,Lawn,"Nels Barrett residential lawn, Mansfield, CT",,L2,1,UConn,Canton,UConn - Paxton/ Woodbridge,sl,FSL,1260,10,SL,Paxton/ Woodbridge
PaL2-2,PaL2,-72.1895,41.80006,SHM - Lawn,SHM,CT-013-SW-018-1-07242020,GRASS,No-till,Lawn,"Nels Barrett residential lawn, Mansfield, CT",,L2,2,UConn,Canton,UConn - Paxton/ Woodbridge,sl,FSL,1260,10,,Paxton/ Woodbridge
PaH1-1,PaH1,-71.9745277,41.9655,SHM - Hayland,SHM,CT-015-SW-004-1-07292020,GRASS,No-till,Hayland,"Valleyside hayfield, Woodstock, CT",,H1,1,UConn,Montauk,UConn - Paxton/ Woodbridge,fsl,VFSL,1263,9,VFSL,Paxton/ Woodbridge
PaH1-2,PaH1,-71.9745556,41.96552778,SHM - Hayland,SHM,CT-015-SW-005-1-07292020,GRASS,No-till,Hayland,"Valleyside hayfield, Woodstock, CT",,H1,2,UConn,Montauk,UConn - Paxton/ Woodbridge,fsl,VFSL,1263,9,,Paxton/ Woodbridge
PaN2-1,PaN2,-71.9746667,41.9655556,SHM - No-till silage corn,SHM,CT-015-SW-001-1-07292020,CROP,No-till,No-till silage corn,"Valleyside Farm, Woodstock, CT, corn, occasionally no-till, with manure",,N2,1,UConn,Montauk,UConn - Paxton/ Woodbridge,fsl,FSL,1263,9,FSL,Paxton/ Woodbridge
PaN2-2,PaN2,-71.97463889,41.9654722,SHM - No-till silage corn,SHM,CT-015-SW-002-1-07292020,CROP,No-till,No-till silage corn,"Valleyside Farm, Woodstock, CT, corn, occasionally no-till, with manure",,N2,2,UConn,Montauk,UConn - Paxton/ Woodbridge,fsl,FSL,1263,9,,Paxton/ Woodbridge
PaN2-3,PaN2,-71.9746667,41.96552778,SHM - No-till silage corn,SHM,CT-015-SW-003-1-07292020,CROP,No-till,No-till silage corn,"Valleyside Farm, Woodstock, CT, corn, occasionally no-till, with manure",,N2,3,UConn,Montauk,UConn - Paxton/ Woodbridge,fsl,FSL,1263,9,,Paxton/ Woodbridge
PaH2-1,PaH2,-72.2346389,41.7541111,SHM - Hayland,SHM,CT-013-SW-019-1-08112020,GRASS,No-till,Hayland,"Mountain Dairy farm, Mansfield, CT, hayfield",,H2,1,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,FSL,1265,9,FSL,Paxton/ Woodbridge
PaH2-2,PaH2,-72.2345833,41.7541389,SHM - Hayland,SHM,CT-013-SW-020-1-08112020,GRASS,No-till,Hayland,"Mountain Dairy farm, Mansfield, CT, hayfield",,H2,2,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,FSL,1265,9,,Paxton/ Woodbridge
PaT2-1,PaT2,-72.2351944,41.7537778,BAU - Conv till silage corn,BAU,CT-013-SW-021-1-08122020,CROP,Till,Conv till silage corn,"Mountain Dairy farm, Mansfield, CT, corn field, conventional till, with manure",,T2,1,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,FSL,1265,9,FSL,Paxton/ Woodbridge
PaT2-2,PaT2,-72.2351833,41.7538,BAU - Conv till silage corn,BAU,CT-013-SW-022-1-08122020,CROP,Till,Conv till silage corn,"Mountain Dairy farm, Mansfield, CT, corn field, conventional till, with manure",,T2,2,UConn,Woodbridge,UConn - Paxton/ Woodbridge,vfsl,FSL,1265,9,,Paxton/ Woodbridge
PaT2-3,PaT2,-72.23521667,41.7537833,BAU - Conv till silage corn,BAU,CT-013-SW-023-1-08122020,CROP,Till,Conv till silage corn,"Mountain Dairy farm, Mansfield, CT, corn field, conventional till, with manure",,T2,3,UConn,Woodbridge,UConn - Paxton/ Woodbridge,fsl,SL,1265,9,,Paxton/ Woodbridge
#REF!,CON,-92.845294,43.74768,BAU,BAU,MN-099-SW-CON-001-1-102819,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,,UnivOfMinnesota,Readlyn,Minnesota-Readlyn,Fine-loamy,Silt Loam,805,6,cl,
#REF!,CON,-92.845601,43.747906,BAU,BAU,MN-099-SW-CON-002-1-102819,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,,UnivOfMinnesota,Marquis,Minnesota-Marquis,Fine-loamy,loam,805,6,cl,
#REF!,CON,-92.844985,43.747593,BAU,BAU,MN-099-SW-CON-003-1-102819,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,,UnivOfMinnesota,Marquis,Minnesota-Marquis,Fine-loamy,loam,805,6,cl,
#REF!,CON,-92.84107,43.750483,BAU,BAU,MN-099-SW-CON-004-1-102819,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,,UnivOfMinnesota,Marquis,Minnesota-Marquis,Fine-loamy,loam,805,6,cl,
#REF!,CON,-92.84134,43.75062,BAU,BAU,MN-099-SW-CON-005-1-102819,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,,UnivOfMinnesota,Marquis,Minnesota-Marquis,Fine-loamy,clay loam,805,6,cl,
#REF!,CON,-92.84078,43.75034,BAU,BAU,MN-099-SW-CON-006-1-102819,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,,UnivOfMinnesota,Marquis,Minnesota-Marquis,Fine-loamy,clay loam,805,6,cl,
#REF!,CON,-92.84329,43.75222,BAU,BAU,MN-099-SW-CON-007-1-102919,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,,UnivOfMinnesota,Readlyn,Minnesota-Readlyn,Fine-loamy,loam,805,6,cl,
#REF!,CON,-92.843677,43.75218,BAU,BAU,MN-099-SW-CON-008-1-102919,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,,UnivOfMinnesota,Readlyn,Minnesota-Readlyn,Fine-loamy,loam,805,6,cl,
#REF!,CON,-92.842882,43.752284,BAU,BAU,MN-099-SW-CON-009-1-102919,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",AG-CROP,Mower,,UnivOfMinnesota,Readlyn,Minnesota-Readlyn,Fine-loamy,loam,805,6,cl,
#REF!,ALT,-92.85464,43.74984,SHM-no till,SHM,MN-099-SW-ALT-010-1-102919,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,,UnivOfMinnesota,Marquis,Minnesota-Marquis,Fine-loamy,loam,805,6,,
#REF!,ALT,-92.85499,43.74981,SHM-no till,SHM,MN-099-SW-ALT-011-1-102919,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,,UnivOfMinnesota,Marquis,Minnesota-Marquis,Fine-loamy,Silt Loam,805,6,,
#REF!,ALT,-92.85457,43.74953,SHM-no till,SHM,MN-099-SW-ALT-012-1-103019,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,,UnivOfMinnesota,Marquis,Minnesota-Marquis,Fine-loamy,loam,805,6,,
#REF!,ALT,-92.85453,43.74922,SHM-no till,SHM,MN-099-SW-ALT-013-1-103019,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,,UnivOfMinnesota,Readlyn,Minnesota-Readlyn,Fine-loamy,loam,805,6,,
#REF!,ALT,-92.85467,43.74899,SHM-no till,SHM,MN-099-SW-ALT-014-1-103019,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,,UnivOfMinnesota,Readlyn,Minnesota-Readlyn,Fine-loamy,loam,805,6,,
#REF!,ALT,-92.85419,43.74893,SHM-no till,SHM,MN-099-SW-ALT-015-1-103019,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,,UnivOfMinnesota,Readlyn,Minnesota-Readlyn,Fine-loamy,loam,805,6,,
#REF!,ALT,-92.85348,43.74876,SHM-no till,SHM,MN-099-SW-ALT-016-1-103019,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,,UnivOfMinnesota,Marquis,Minnesota-Marquis,Fine-loamy,Silt Loam,805,6,,
#REF!,ALT,-92.85374,43.74855,SHM-no till,SHM,MN-099-SW-ALT-017-1-103019,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,,UnivOfMinnesota,Marquis,Minnesota-Marquis,Fine-loamy,Silt Loam,805,6,,
#REF!,ALT,-92.85341,43.749,SHM-no till,SHM,MN-099-SW-ALT-018-1-103019,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",AG-CROP,Mower,,UnivOfMinnesota,Readlyn,Minnesota-Readlyn,Fine-loamy,Silt Loam,805,6,,
#REF!,REF,-92.845067,43.746917,Ref - Native,Ref,MN-099-SW-REF-019-1-110419,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,,UnivOfMinnesota,Kenyon,Minnesota-Kenyon,Fine-loamy,Silt Loam,805,6,,
#REF!,REF,-92.8454,43.7469,Ref - Native,Ref,MN-099-SW-REF-020-1-110419,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,,UnivOfMinnesota,Kenyon,Minnesota-Kenyon,Fine-loamy,Silt Loam,805,6,,
#REF!,REF,-92.84465,43.746883,Ref - Native,Ref,MN-099-SW-REF-021-1-110419,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,,UnivOfMinnesota,Kenyon,Minnesota-Kenyon,Fine-loamy,Silt Loam,805,6,,
#REF!,REF,-92.84395,43.746883,Ref - Native,Ref,MN-099-SW-REF-022-1-110719,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,,UnivOfMinnesota,Kenyon,Minnesota-Kenyon,Fine-loamy,Silt Loam,805,6,,
#REF!,REF,-92.844333,43.7469,Ref - Native,Ref,MN-099-SW-REF-023-1-110719,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,,UnivOfMinnesota,Kenyon,Minnesota-Kenyon,Fine-loamy,Silt Loam,805,6,,
#REF!,REF,-92.8436,43.74685,Ref - Native,Ref,MN-099-SW-REF-024-1-110719,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,,UnivOfMinnesota,Kenyon,Minnesota-Kenyon,Fine-loamy,loam,805,6,,
#REF!,REF,-92.843,43.74685,Ref - Native,Ref,MN-099-SW-REF-025-1-110719,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,,UnivOfMinnesota,Kenyon,Minnesota-Kenyon,Fine-loamy,Silt Loam,805,6,,
#REF!,REF,-92.84325,43.7469,Ref - Native,Ref,MN-099-SW-REF-026-1-110719,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,,UnivOfMinnesota,Kenyon,Minnesota-Kenyon,Fine-loamy,Silt Loam,805,6,,
#REF!,REF,-92.84265,43.746867,Ref - Native,Ref,MN-099-SW-REF-027-1-110719,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,,UnivOfMinnesota,Kenyon,Minnesota-Kenyon,Fine-loamy,Silt Loam,805,6,,
AX1-1,CVT - 3,-97.86129,26.37183,BAU - Conventional Till,BAU,TX-215-SW-AX1-1-1-120420,CROP,Till,Conventional Till,"Conventional tillage with a sorghum, sesame, cotton rotation",,UTRGV1,1,UTRGV,,UTRGV - Hidalgo,,SL,633,24,sl,Hidalgo
AX1-2,CVT - 4,-97.861285,26.376803,BAU - Conventional Till,BAU,TX-215-SW-AX1-2-1-113020,CROP,Till,Conventional Till,"Conventional tillage with a sorghum, sesame, cotton rotation",,UTRGV1,2,UTRGV,,UTRGV - Hidalgo,,SL,633,24,sl,Hidalgo
AX1-3,CVT - 5,-97.861396,26.381147,BAU - Conventional Till,BAU,TX-215-SW-AX1-3-1-113020,CROP,Till,Conventional Till,"Conventional tillage with a sorghum, sesame, cotton rotation",,UTRGV1,3,UTRGV,,UTRGV - Hidalgo,,SL,635,24,sl,Hidalgo
AX2-1,CVT - 6,-97.860439,26.372257,BAU - Conventional Till,BAU,TX-215-SW-AX2-1-1-120420,CROP,Till,Conventional Till,"Conventional tillage with a cotton, sorghum rotation",,UTRGV2,1,UTRGV,,UTRGV - Hidalgo,,LS,633,24,ls,Hidalgo
AX2-2,CVT - 7,-97.854799,26.372359,BAU - Conventional Till,BAU,TX-215-SW-AX2-2-1-120420,CROP,Till,Conventional Till,"Conventional tillage with a cotton, sorghum rotation",,UTRGV2,2,UTRGV,,UTRGV - Hidalgo,,LS,633,24,ls,Hidalgo
AX2-3,CVT - 8,-97.841816,26.372348,BAU - Conventional Till,BAU,TX-215-SW-AX2-3-1-120720,CROP,Till,Conventional Till,"Conventional tillage with a cotton, sorghum rotation",,UTRGV2,3,UTRGV,,UTRGV - Hidalgo,,SL,636,24,sl,Hidalgo
AX3-1,CVT - 9,-97.845711,26.449237,BAU - Conventional Till,BAU,TX-215-SW-AX3-1-1-020420,CROP,Till,Conventional Till,"Conventional tillage with a cotton, corn, and sorghum rotation",,UTRGV3,1,UTRGV,,UTRGV - Hidalgo,,SL,652,24,sl,Hidalgo
AX3-2,CVT - 10,-97.84310718,26.45138326,BAU - Conventional Till,BAU,TX-215-SW-AX3-2-1-020420,CROP,Till,Conventional Till,"Conventional tillage with a cotton, corn, and sorghum rotation",,UTRGV3,2,UTRGV,,UTRGV - Hidalgo,,SL,652,24,sl,Hidalgo
AX3-3,CVT - 11,-97.842418,26.451224,BAU - Conventional Till,BAU,TX-215-SW-AX3-3-1-021120,CROP,Till,Conventional Till,"Conventional tillage with a cotton, corn, and sorghum rotation",,UTRGV3,3,UTRGV,,UTRGV - Hidalgo,,SL,652,24,sl,Hidalgo
AY1-1,CVT - 12,-97.87775,26.429164,BAU - Intermittent Till,BAU,TX-215-SW-AY1-1-1-121020,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",,UTRGV4,1,UTRGV,,UTRGV - Hidalgo,,LS,642,24,ls,Hidalgo
AY1-2,CVT - 13,-97.876675,26.428431,BAU - Intermittent Till,BAU,TX-215-SW-AY1-2-1-121020,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",,UTRGV4,2,UTRGV,,UTRGV - Hidalgo,,LS,642,24,ls,Hidalgo
AY1-3,CVT - 14,-97.878012,26.423498,BAU - Intermittent Till,BAU,TX-215-SW-AY1-3-1-121020,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",,UTRGV4,3,UTRGV,,UTRGV - Hidalgo,,SL,642,24,sl,Hidalgo
AY2-1,CVT - 15,-97.87736,26.417867,BAU - Intermittent Till,BAU,TX-215-SW-AY2-1-1-121020,CROP,Till,Intermittent Till,"Strip tillage for 3 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",,UTRGV5,1,UTRGV,,UTRGV - Hidalgo,,SL,640,24,sl,Hidalgo
AY2-2,CVT - 16,-97.877546,26.408338,BAU - Intermittent Till,BAU,TX-215-SW-AY2-2-1-121220,CROP,Till,Intermittent Till,"Strip tillage for 3 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",,UTRGV5,2,UTRGV,,UTRGV - Hidalgo,,SL,638,24,sl,Hidalgo
AY2-3,CVT - 17,-97.867819,26.408107,BAU - Intermittent Till,BAU,TX-215-SW-AY2-3-1-121220,CROP,Till,Intermittent Till,"Strip tillage for 3 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",,UTRGV5,3,UTRGV,,UTRGV - Hidalgo,,SL,640,24,sl,Hidalgo
AY3-1,CVT - 18,-97.894115,26.378011,BAU - Intermittent Till,BAU,TX-215-SW-AY3-1-1-040621,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",,UTRGV6,1,UTRGV,,UTRGV - Hidalgo,,LS,627,24,ls,Hidalgo
AY3-2,CVT - 19,-97.882158,26.371559,BAU - Intermittent Till,BAU,TX-215-SW-AY3-2-1-040621,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",,UTRGV6,2,UTRGV,,UTRGV - Hidalgo,,LS,628,24,ls,Hidalgo
AY3-3,CVT - 20,-97.881485,26.371856,BAU - Intermittent Till,BAU,TX-215-SW-AY3-3-1-040621,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",,UTRGV6,3,UTRGV,,UTRGV - Hidalgo,,LS,628,24,ls,Hidalgo
AZ1-1,CVT - 21,-97.814156,26.442916,BAU - Strip Till,BAU,TX-215-SW-AZ1-1-1-032420,CROP,Till,Strip Till,Strip tillage for 4 years with a cotton/sorghum rotation.,,UTRGV7,1,UTRGV,,UTRGV - Hidalgo,,LS,654,24,ls,Hidalgo
AZ1-2,CVT - 22,-97.81413,26.440373,BAU - Strip Till,BAU,TX-215-SW-AZ1-2-1-032421,CROP,Till,Strip Till,Strip tillage for 4 years with a cotton/sorghum rotation.,,UTRGV7,2,UTRGV,,UTRGV - Hidalgo,,SL,654,24,sl,Hidalgo
AZ1-3,CVT - 23,-97.814157,26.441954,BAU - Strip Till,BAU,TX-215-SW-AZ1-3-1-032420,CROP,Till,Strip Till,Strip tillage for 4 years with a cotton/sorghum rotation.,,UTRGV7,3,UTRGV,,UTRGV - Hidalgo,,LS,654,24,ls,Hidalgo
AZ2-1,CVT - 24,-97.857232,26.358343,BAU - Strip Till,BAU,TX-215-SW-AZ2-1-1-120820,CROP,Till,Strip Till,Strip tillage for 3 years with a cotton/sorghum rotation.,,UTRGV8,1,UTRGV,,UTRGV - Hidalgo,,LS,629,24,ls,Hidalgo
AZ2-2,CVT - 25,-97.846311,26.358388,BAU - Strip Till,BAU,TX-215-SW-AZ2-2-1-120820,CROP,Till,Strip Till,Strip tillage for 3 years with a cotton/sorghum rotation.,,UTRGV8,2,UTRGV,,UTRGV - Hidalgo,,SL,630,24,sl,Hidalgo
